"event_id","name","start_time","end_time","timezone","location","description","event_type","link","latitude","longitude","liked_count","viewed_count","trending_score"
100,CNCC Seminar: Axon regeneration in the adult mammalian brain,"2025-05-13 12:00:00",,EDT,Sidney E. Frank Hall for Life Sciences,"“Axon regeneration in the adult mammalian brain”
David Linden, Ph.D.
David J. Linden, Ph.D., is a professor in the Solomon H. Snyder Department of Neuroscience at the Johns Hopkins University School of Medicine. His laboratory has worked for many years on the cellular substrates of memory storage, recovery of function following brain injury and a few other topics. He has a longstanding interest in scientific communication and served for many years as the Chief Editor of the Journal of Neurophysiology. He is also the author of several popular science books about the brain and neuroscience.",,https://events.brown.edu/event/310723-cncc-seminar-axon-regeneration-in-the-adult,41.8289,-71.4025,0,0,0.0
101,Graduate Career Fellow Open Hours for PhD Students (Hybrid),"2025-05-13 12:00:00","2025-05-13 13:00:00",EDT,Virtual or 167 Angell Street,"Come to our Graduate Career Fellow Open Hours for quick questions, utilizing career center resources, and editing/drafting resumes and cover letters.
No appointment needed. Just walk in.
For in-person open hours: 167 Angell Street • 1st Floor Conference Room
For Virtual Hours: Connect Here",,https://events.brown.edu/event/310624-graduate-career-fellow-open-hours-for-phd-students,,,0,0,0.0
102,Healthy Lifestyle Choices During and After Menopause (Onsite: Jewelry District),"2025-05-13 12:00:00","2025-05-13 13:00:00",EDT,"225 Dyer Street, Providence, RI","Menopause is a significant transition in a woman’s life. Join Jennifer Zartarian, 12 p.m., at 225 Dyer Street, Room 480, to explore this important topic. The class will cover the signs and symptoms of perimenopause and menopause, as well as health challenges during this time. We’ll end the discussion with evidence-based lifestyle and nutrition choices for the menopausal years and beyond. This presentation is open to all who are interested. This wellness program counts toward 2025 Wellness Rewards.",,https://events.brown.edu/event/310659-healthy-lifestyle-choices-during-and-after,,,0,0,0.0
103,"Continuing Updates: Webinar with Immigration Attorneys (For Faculty, Staff, Postdocs)","2025-05-13 12:00:00","2025-05-13 13:00:00",EDT,,"The Office of Global Engagement is pleased to announce additional webinars addressing new and ongoing federal immigration enforcement actions. Our recent webinars, hosted in collaboration with colleagues across various offices, were well-attended and well-received, and we look forward to continuing to provide valuable information on this important topic to the Brown community.
In these upcoming sessions, Immigration Attorneys Megan Parker-Johnson and Prasant Desai from Iandoli Desai & Cronin P.C. will discuss the evolving Department of Homeland Security enforcement actions impacting non-citizen students and professionals on various visa statuses. They will also provide an overview of civil liberties within the immigration context and address audience questions.
We will once again host two sessions specifically for staff and faculty (including postdoctoral scholars) and two sessions exclusively for students (including admitted students). The webinars will not be recorded. Each session will cover the same material so please register for a date and time that best suits your schedule.
Staff, Faculty and Postdocs: Friday, May 9: and 4:00 PM to 5:00 PM, or Tuesday, May 13: 12:00 PM to 1:00 PM. Please register here.
If you prefer to submit your questions anonymously and in advance, we invite you to do so via the Anonymous Questions and Feedback Form.
If you have any questions, please contact globalbrown@brown.edu",Online only,https://events.brown.edu/event/310913-continuing-updates-webinar-with-immigration,,,0,0,0.0
104,Pandemic Center Webinar: Quo Vadis WHO?,"2025-05-13 12:00:00","2025-05-13 13:00:00",EDT,Virtual,"On May 13th at 12:00PM ET the Pandemic Center will host a webinar titled: Quo Vadis WHO?
The World Health Organization (WHO) is in a moment of crisis. The decision by the US to withdraw from the organization leaves the WHO with a deficit of about 15% of its total funding through the end of 2025 and 45% projected for 2026-27. The current crisis is new, but it lays bare long-standing, untenable realities:
The WHO is overly dependent on a single global superpower to function;
The WHO is doing too many things, which comes at the cost of effectively carrying out its core, essential functions;
Member states from low-middle-income countries are disproportionately dependent on the WHO to deliver essential healthcare.
To avoid falling into a new dependency trap WHO Member States should consider the following questions:
What are the core functions of the WHO that member states cannot lose without major negative consequences for their health status?
What functions of the WHO are duplicative of work done by another UN or global institution? and
Which local institutions can be leveraged in each member state to fulfil roles currently carried out by the WHO?
To discuss the issues, Pandemic Center senior adviser Wilmot James, Ph.D. will convene a panel of experts including:
Mitchell Wolfe, MD, MPH, RDML Senior Associate (Non-resident), Global Health Policy, Center for Strategic and International Studies, and former Chief Medical Officer for the US CDC.
Nahid Bhadelia, MD, MALD Founding Director, CEID; Founding Director, BEACON; Associate Professor, Infectious Diseases, Boston University School of Medicine; Global Health Security, Boston University Frederick S. Pardee School of Global Studies
This webinar is part of the Pandemics & Society series, which focuses on current pandemic threats and response systems as well as how to build preparedness for the future.",Online only,https://events.brown.edu/event/310981-pandemic-center-webinar-quo-vadis-who,,,0,0,0.0
105,Daily Mass - Brown RISD Catholic Community,"2025-05-13 12:05:00",,EDT,"51 Prospect Street","Please join us for daily mass every Tuesday at the Brown-RISD Catholic Center, located at 51 Prospect Street.
12:05 PM - Mass",,https://events.brown.edu/event/304305-adoration-confession-and-daily-mass-brown-r,,,0,0,0.0
106,Preparing for the Academic Job Market? What to Expect & Prepare,"2025-05-13 14:00:00","2025-05-13 15:30:00",EDT,Sciences Library,"Please join the Center for Language Studies, Comparative Literature, and Hispanic Studies for a Graduate Student Workshop on preparing for the academic job market.
Jeremy Lehnen (CLS Director), Esther Whitfield (Associate Professor of Comparative Literature & Hispanic Studies), and Michelle Clayton (Associate Professor of Comparative Literature & Hispanic Studies) will discuss what what you should prepare during the summer months, what the fall and spring academic job market timeline will look like, where to look for job postings, what materials you will need to prepare, the multiple workshops that the CLS will offer to help you through the process, as well as other resources available on campus to support you. 
*This workshop may be counted towards the requirements of the Doctoral Certificate in Language Pedagogy and Academic Engagement.
Please RSVP to help with the planning of this event
We hope to see you there!",,https://events.brown.edu/event/310817-preparing-for-the-academic-job-market-what-to,41.8269,-71.4002,0,0,0.0
107,"Office Hours: Michelle Goldhaber, Chaplaincy Intern","2025-05-13 14:00:00","2025-05-13 16:00:00",EDT,Page-Robinson Hall (previously JWW),"Office Hours with Chaplaincy Intern Michelle Goldhaber are held on Tuesdays from 3 – 5pm and Wednesdays from 1:30 – 3:30pm. Meetings can take place over coffee, a walk, Zoom, or in person at Page-Robinson Hall. Please use the link to schedule a time to meet.",,https://events.brown.edu/event/304945-office-hours-michelle-goldhaber-chaplaincy-,41.8275,-71.4028,0,0,0.0
108,"Office Hours: Fr. Justin Bolger, O.P., Associate Chaplain of the University for the Catholic Community","2025-05-13 15:00:00","2025-05-13 17:00:00",EDT,Page-Robinson Hall (previously JWW),"Drop in for Office Hours on Tuesdays 3 – 5pm and Wednesdays 2 – 4 pm in Page-Robinson.
If you would like to book an appointment with Fr. Justin outside of office hours, you can email or call his cell phone to schedule.",,https://events.brown.edu/event/304818-office-hours-fr-justin-bolger-op-associate,41.8275,-71.4028,0,0,0.0
109,Continuing Updates: Webinar with Immigration Attorneys (For Students),"2025-05-13 16:00:00","2025-05-13 17:00:00",EDT,,"The Office of Global Engagement is pleased to announce additional webinars addressing new and ongoing federal immigration enforcement actions. Our recent webinars, hosted in collaboration with colleagues across various offices, were well-attended and well-received, and we look forward to continuing to provide valuable information on this important topic to the Brown community.
In these upcoming sessions, Immigration Attorneys Megan Parker-Johnson and Prasant Desai from Iandoli Desai & Cronin P.C. will discuss the evolving Department of Homeland Security enforcement actions impacting non-citizen students and professionals on various visa statuses. They will also provide an overview of civil liberties within the immigration context and address audience questions.
We will once again host two sessions specifically for staff and faculty (including postdoctoral scholars) and two sessions exclusively for students (including admitted students). The webinars will not be recorded. Each session will cover the same material so please register for a date and time that best suits your schedule.
Students: Friday, May 9: 12:00 PM to 1:00 PM, or Tuesday, May 13: 4:00 PM to 5:00 PM. Please register here.
If you prefer to submit your questions anonymously and in advance, we invite you to do so via the Anonymous Questions and Feedback Form.
If you have any questions, please contact globalbrown@brown.edu",Online only,https://events.brown.edu/event/310909-continuing-updates-webinar-with-immigration,,,0,0,0.0
110,Zumba at the Warren Alpert Medical School,"2025-05-13 17:00:00","2025-05-13 18:00:00",EDT,Brown University Medical Education Building (Alpert Medical School),Zumba is a fitness program that combines Latin and international music with dance moves. Zumba routines incorporate interval training — alternating fast and slow rhythms — to help improve cardiovascular fitness. All fitness levels are encouraged!,,https://events.brown.edu/event/310796-zumba-at-the-warren-alpert-medical-school,41.8189,-71.4085,0,0,0.0
111,Christian Mindfulness Meditation,"2025-05-13 19:00:00",,EDT,Manning Chapel,"Christian Mindfulness Meditation is a gathering that welcomes everyone regardless of faith background to explore contemplative practices in resonance with texts from the Christian and other spiritual traditions. All are welcome to share their own experience.
Throughout 2024-25, we will practice sacred contemplation of the Beatitudes to grow in compassion and joy.
Sponsored by the Office of the Chaplains & Religious Life, the group is co-led by Dr. Lia Antico, Ph.d., Post-Doctoral Fellow at the Brown Mindfulness Center, and Rev. Del Demosthenes, Associate Chaplain of the University for the Protestant Community.",,https://events.brown.edu/event/308168-christian-mindfulness-meditation,41.8275,-71.4028,0,0,0.0
112,Senior Showcase,"2025-05-13 19:00:00",,EDT,Churchill House,"The Department of Africana Studies/Rites and Reason Theatre invites the campus community to a Senior Showcase sharing new original student works.
Master of None
Stage reading of a new play by Grace Mugo’25 (Modern Culture and Media)
The Tragedy of E. Franklin
Original music composed and performed by Osiris Russell-Delano’25 and Friends (Africana Studies)
  Limited seating, please RSVP to ensure a spot.",,https://events.brown.edu/event/310955-senior-showcase,41.8277,-71.4016,0,0,0.0
113,Charles Loh Senior Recital,"2025-05-13 20:00:00",,EDT,Grant Recital Hall,Charles Loh performs a senior recital. More details to come.,,https://events.brown.edu/event/310804-charles-loh-senior-recital,41.8249,-71.3966,0,0,0.0
114,South Asian Diaspora Brunch!,"2025-05-11 10:00:00",,EDT,"RISD Met Dining Hall, 30 Waterman Street","Join us for the launch of Issue 3 of desi-gned: New England’s first publication for the South Asian diaspora. Issue 3 is an exploration of what we carry across time, place, and memory.
Grab a free copy and share in the rich flavors of South Asia over a hearty Sunday brunch at RISD’s Met Dining Hall.
desi-gned centers native terminology, acts on reviving print and physical knowledge archives, and subverts conventional methods of knowledge transmission to champion equitable futures on Brown and RISD’s campuses.
Hosted by RISD Dining.

desi–gned is free of any financial barriers—for any, and every one.",,https://events.brown.edu/event/310999-south-asian-diaspora-brunch,,,0,0,0.0
115,"Office Hours: Rev. Delphain Demosthenes, Associate Chaplain of the University for the Protestant Community","2025-05-13 11:30:00","2025-05-13 13:30:00",EDT,Page-Robinson Hall (previously JWW),"Open Office Hours with Del, Tuesdays 11:30 am – 1:30 pm. To schedule conversation outside of Office Hours, please email.",,https://events.brown.edu/event/304800-office-hours-rev-delphain-demosthenes-assoc,41.8275,-71.4028,0,0,0.0
116,"Adoration, Confession and Daily Mass - Brown RISD Catholic Community","2025-05-14 00:00:00",,EDT,"51 Prospect Street","Please join us for adoration, confession and daily mass every Thursday at the Brown-RISD Catholic Center, located at 51 Prospect Street.
10:45-11:45 AM - Adoration and Confession
12:05 PM - Mass",,https://events.brown.edu/event/308186-adoration-confession-and-daily-mass-brown-risd,,,0,0,0.0
117,Combined Grand Rounds Conference,"2025-05-14 07:00:00","2025-05-14 08:00:00",EDT,Zoom Conference,Anesthesia & Surgery will give a presentation to the department.,Online only,https://events.brown.edu/event/310560-combined-grand-rounds-conference,,,0,0,0.0
118,Climate and Carbon Challenge Student Poster Presentation,"2025-05-14 10:00:00","2025-05-14 12:00:00",EDT,"85 Waterman St","The EEPS 0360 class is proud to invite you to their poster presentation on Wednesday, May 14th, 9 AM –12 PM in the 85 Waterman Street lobby. 
Student teams from EEPS 0360: Solving the Climate and the Carbon Challenge, taught by Professors Kim Cobb and Emanuele Di Lorenzo, worked in groups to create carbon-reduction proposals for real companies; they’ll present their ideas during this session.
All are welcome! Light refreshments will be provided.
*****
About EEPS 0360 - Solving the Climate and Carbon Challenge
Explore the critical aspects of climate change, greenhouse gas emissions, and carbon management, reduction and removal. Through a series of engaging lectures, students will gain an understanding of the current state and future trends of climate and carbon challenges in the 21st century, Including the impacts and projections of climate change, the social cost of carbon, climate justice, the carbon cycle, and non-CO2 greenhouse gases. The course will cover the state of the art in emissions mitigation technologies and strategies, along with carbon dioxide removal approaches, to equip students with the knowledge and tools that are currently being explored for developing scalable carbon reduction strategies. The course will also delve into policy, economics, and social systems solutions, including international, national, and state-level climate policies, carbon markets, climate financing, and the role of innovation in addressing climate change.",,https://events.brown.edu/event/310847-climate-and-carbon-challenge-student-poster-presentat,41.8268,-71.4031,0,0,0.0
119,Child & Adolescent Psychiatry Grand Rounds,"2025-05-14 11:00:00","2025-05-14 12:00:00",EDT,Virtual,"Engagement and Empathy in the Era of the Open Note
Tony Thrasher, DO, MBA, CPE, DFAPA
Immediate Past President, American Association for Emergency Psychiatry
President, Wisconsin Psychiatric Association
Wednesday, May 14, 2025 ◊ 11:00 am - 12:00 pm
• PRE-REGISTRATION REQUIRED: https://cme-learning.brown.edu/24-25-Child
Objectives At the conclusion of this presentation, participants should be better able to:
a. Process how the topics of engagement and empathy are interrelated.
b. Focus on five ways in which improving engagement benefit both patient and treatment team.
c. Discuss how these interventions/approaches can not only assist clinically but also can manifest positively in the Era of the Open Note
Financial Relationship Disclosure: Dr.Thrasher has no financial relationships to disclose.",,https://events.brown.edu/event/310613-child-adolescent-psychiatry-grand-rounds,,,0,0,0.0
120,"Office Hours: Imam Amir Toft, Associate Chaplain of the University for the Muslim Community","2025-05-14 11:00:00","2025-05-14 13:00:00",EDT,Page-Robinson Hall (previously JWW),"Office Hours with Imam Amir Toft are held on Wednesdays from 11am – 1pm. Feel free to stop by, or contact Imam Amir to make an appointment outside of Office Hours.",,https://events.brown.edu/event/304928-office-hours-imam-amir-toft-associate-chapl,41.8275,-71.4028,0,0,0.0
121,Lofi beats to study/relax to with the Chaplains Office,"2025-05-14 11:00:00","2025-05-14 16:00:00",EDT,Page-Robinson Hall (previously JWW),"Drop in anytime 11am-4pm & 9-11pm on Wednesdays April 30, May 7, and May 14 to study or take a brain break. Coffee and snacks provided, as well as board games, puzzles, and craft supplies. 
All are welcome!",,https://events.brown.edu/event/310860-lofi-beats-to-studyrelax-to-with-the-chaplains,41.8275,-71.4028,0,0,0.0
122,Planetary Lunch Bunch: Matthew Moser and Sierra Khan,"2025-05-14 12:00:00",,EDT,Lincoln Field Building,"Matthew Moser (Brown DEEPS) – Kaboom: Surface Manifestations of Cometary Outbursts 
Comets are the most primitive objects in the solar system, and hold crucial insights into the early solar nebula. These icy bodies store volatiles that are periodically released, providing a window into their composition and internal processes. Among the various mechanisms of volatile release, outbursts represent the most extreme and energetic events. Such outbursts have been observed across a variety of cometary bodies, including Jupiter-family comets, centaurs, and dynamically new comets. These phenomena occur under a range of conditions: during local night and midday, at perihelion, and even around aphelion. The Rosetta mission provided unprecedented observations of comet 67P/Churyumov–Gerasimenko, documenting dozens of outbursts and their locations. Despite these observations, the subsequent effects on the comet’s landscapes have remained unexplored. In this study, we present a comprehensive analysis of the surface changes induced by these outbursts. We show that cliff collapses, pit formation, and mass smooth terrain loss are all capable of sourcing outbursts. These observations will prove critical to follow-up modeling studies that seek to understand the physical release process, and how these most energetic processes shape the long-term evolution of cometary landscapes.
Sierra Khan (Brown DEEPS) – Regolith Thickness in Lunar Mare and Highlands: Insights from (Non-)rocky Ejecta Craters
This study looks at the Moon’s regolith thickness in two major regions: the highlands and the mare. Regolith forms over time due to constant meteorite impacts, so regolith thickness can tell us about the Moon’s surface age and history. To measure this, we used Narrow-Angle Camera (NAC) images from the Lunar Reconnaissance Orbiter Camera, focusing on craters with and without visible rocks in their ejecta. We examined 207 craters over nine regions, with three areas being in the mare and six in the highlands.
The results confirm that the highlands have a thicker regolith than the mare, which is consistent with the idea that the highlands are older and have been exposed to impacts for longer. We then estimated that the bedrock excavation depth is roughly 7.5 meters in the highlands and 5.0 meters in the mare. On average, the highlands have about 11.1 meters of regolith, while the mare has 7.9 meters. While these numbers mostly align with past studies, the regolith in the mare appears slightly thicker than expected, which may be due to local differences in the region. This research helps confirm how regolith thickness varies across the Moon.",Hybrid,https://events.brown.edu/event/303461-planetary-lunch-bunch-matthew-moser-and-sie,41.826,-71.4013,0,0,0.0
123,Spring ODI Workshop Series_Module 5: “Fairness as a Framework: Towards a Deeper Conception of Equity Literacy” (Faculty & Staff),"2025-05-14 12:00:00","2025-05-14 13:00:00",EDT,Stephen Robert ’62 Campus Center,"The Office of Diversity and Inclusion invites you to attend a workshop entitled “Fairness as a Framework: Towards a Deeper Conception of Equity Literacy”
In this facilitated and dialogue-based space, participants will be given an opportunity to assess the impact of biases on policies and practices. This module aims to enhance participant knowledge and skills for leading change in challenging contexts to help participants grow a more collaborative and supportive workplace environment as they move equity to the center of planning and practice in their respective spaces. Learners will:
• Engage in the process of making theory to practice applications as they collectively analyze their current workplace culture.
This is the final module of ODI’s five module professional development series that aims to assist members of the Brown community to collectively build an empowering workplace culture through exploration of self, of community, and cultivating spaces for conversations about issues of diversity, equity, and inclusion.",,https://events.brown.edu/event/303916-spring-odi-workshop-series-module-5-fairnes,41.8268,-71.4031,0,0,0.0
124,Quaker Meeting for Worship,"2025-05-14 12:00:00","2025-05-14 13:00:00",EDT,Page-Robinson Hall (previously JWW),"Meeting for worship in the manner of the Religious Society of Friends (Quakers) in Page-Robinson Hall, Room 409. All are welcome!
Meeting for worship begins and ends with silence, out of which one may speak if moved to do so. We begin about 12:05, and end about 12:45, but don’t feel constrained by the clock – come when you can.
This is a weekly event, sponsored by the Office of Chaplains and Religious Life, led by Religious Life Affiliate, William Monroe.",,https://events.brown.edu/event/304438-quaker-meeting-for-worship,41.8275,-71.4028,0,0,0.0
125,Lunch & Be| Fiber Arts Workshop,"2025-05-14 12:00:00","2025-05-14 13:00:00",EDT,Brown University Medical Education Building (Alpert Medical School),"Please join us for a fiber arts workshop to explore the application of textiles as an art therapy. Knitting, embroidery, and textile work are not only sources of community, solidarity, and shared identity, but they also offer a form of coping with pregnancy related trauma. This hands-on workshop will provide a supportive space to engage with fiber arts as a meditative and therapeutic practice. Participants will have the opportunity to learn and share techniques in knitting, embroidery, and other textile crafts while reflecting on the emotional and healing aspects of creative expression. This session is open to all skill levels—whether you’re a seasoned crafter or picking up a needle for the first time. Materials will be provided, but participants are welcome to bring their own projects as well.
  Please bring your own lunch.",,https://events.brown.edu/event/lbfiberarts,41.8189,-71.4085,0,0,0.0
126,"MCBGP Seminar Series: John McCutcheon, PhD","2025-05-14 12:00:00","2025-05-14 13:00:00",EDT,"70 Ship Street","MCB Graduate Program Seminar:
John McCutcheon, PhD
Investigator, Howard Hughes Medical Institute
Professor, School of Life Sciences
Arizona State University
  Talk title: “The origins and endpoints of bacterial endosymbioses”
  Hosted by: Juan Alfonzo",,https://events.brown.edu/event/310634-mcbgp-seminar-series-john-mccutcheon-phd,41.8188,-71.4102,0,0,0.0
127,Container Gardening (Webinar),"2025-05-14 12:00:00","2025-05-14 13:00:00",EDT,,"Wish you could have a bountiful garden, but lack the space? Join the URI Master Gardeners, 12 p.m., for this informative webinar and learn to get the most out of your space and brighten up your deck or patio while exploring techniques for successful container gardening. This session will explain ways to grow herbs, veggies, and annuals in different types of containers and which plants grow best in sun or shade. This webinar counts as a wellness program toward 2025 Wellness Rewards.",Online only,https://events.brown.edu/event/310661-container-gardening-webinar,,,0,0,0.0
128,HSR Seminar Series with Dr. Tim Doran,"2025-05-14 12:00:00","2025-05-14 13:00:00",EDT,"121 South Main Street","The Department of Health Services, Policy & Practice invites you to attend our HSR Seminar Series with Dr. Tim Doran, Professor of Health Policy at the University of York.
His talk is titled, “Better Health, Fairer Outcomes? The Past, Present and Future of Health Inequality in England.”
Large and persistent social inequalities in health exist within all modern societies but our understanding of what drives changing social patterns of health - and what policy makers and health service providers can do to shift these patterns - remains constrained by the fundamental challenge of disentangling complex causal pathways with deep historical roots. Efforts to identify effective interventions to address inequalities are also constrained by a lack of equity-informative research methods.
In this talk, Tim Doran (Professor of Health Policy at the University of York) will first draw on interdisciplinary collaborations between archaeologists, economists, epidemiologists, historians and policy researchers to describe the emergence of social patterns in health in Britain over the past two thousand years. He will then discuss the policy and health system response to existing inequalities, focusing on novel analytical approaches that integrate health equity into mainstream healthcare quality assurance, illustrating how this approach has been applied in the English National Health Service and discussing how it could be applied in other settings.",,https://events.brown.edu/event/310973-hsr-seminar-series-with-dr-tim-doran,41.824,-71.407,0,0,0.0
129,"CS1280 presents animation projects: characters, visual fx, simulation, an epic fight battle, game-ready scenes, artistic rendering, & more","2025-05-14 12:30:00",,EDT,Watson Center for Information Technology (CIT),"What: CS1280 presents animation projects: characters, visual fx, simulation, an epic fight battle, game-ready scenes, artistic rendering, & more
When: Wednesday May 14 12:30pm
Where: CIT 368
Host: Prof. Barbara Meier
Zoom link",,https://events.brown.edu/event/310951-cs1280-presents-animation-projects-characters,41.8269,-71.3996,0,0,0.0
130,"Office Hours: Michelle Goldhaber, Chaplaincy Intern","2025-05-14 13:30:00","2025-05-14 15:30:00",EDT,Page-Robinson Hall (previously JWW),"Office Hours with Chaplaincy Intern Michelle Goldhaber are held on Tuesdays from 2 – 4pm and Wednesdays from 1:30 – 3:30pm. Meetings can take place over coffee, a walk, Zoom, or in person at Page-Robinson Hall. Please use the link to schedule a time to meet.",,https://events.brown.edu/event/304963-office-hours-michelle-goldhaber-chaplaincy-,41.8275,-71.4028,0,0,0.0
131,"Office Hours: Fr. Justin Bolger, O.P., Associate Chaplain of the University for the Catholic Community","2025-05-14 14:00:00","2025-05-14 16:00:00",EDT,Page-Robinson Hall (previously JWW),"Drop in for Office Hours on Tuesdays 3 – 5pm and Wednesdays 2 – 4 pm in Page-Robinson.
If you would like to book an appointment with Fr. Justin outside of office hours, you can email or call his cell phone to schedule.",,https://events.brown.edu/event/305094-office-hours-fr-justin-bolger-op-associate,41.8275,-71.4028,0,0,0.0
132,COBRE CBC Computational Biology Walk-in Office hours,"2025-05-14 15:00:00","2025-05-14 16:00:00",EDT,,,Online only,https://events.brown.edu/event/287351-cobre-cbc-computational-biology-walk-in-office,,,0,0,0.0
133,Andrea Drenik - Macro Seminar,"2025-05-14 16:00:00",,EDT,Robinson Hall,Andres Drenik will be presenting at the Macro Seminar.,,https://events.brown.edu/event/303887-andrea-drenik-macro-seminar,41.8272,-71.4044,0,0,0.0
134,Gratitude Group,"2025-05-14 18:00:00","2025-05-14 19:00:00",EDT,Page-Robinson Hall (previously JWW),"Come express your gratitude! Gratitude Group is a non-religious gathering that welcomes anyone in the Brown Community (students, faculty & staff) to explore the positive things in life, and share them. We hope to see you there!
Gratitude Group meets weekly on Wednesdays at 6 pm in Page-Robinson Hall, Room 411. Led by Del Demosthenes, Associate Chaplain of the University for the Protestant Community.",,https://events.brown.edu/event/304402-gratitude-group,41.8275,-71.4028,0,0,0.0
135,"Adoration, Confession and Daily Mass - Brown RISD Catholic Community","2025-05-14 18:15:00",,EDT,"51 Prospect Street","Please join us for adoration, confession and daily mass every Wednesday nat the Brown-RISD Catholic Center, located at 51 Prospect Street.
6:15-7:15 PM - Adoration and Confession
7:30 PM - Mass",,https://events.brown.edu/event/304324-adoration-confession-and-daily-mass-brown-r,,,0,0,0.0
136,Navigating Challenging Economic Times: The Importance of Personal Branding,"2025-05-14 18:30:00","2025-05-14 19:30:00",EDT,,Learn More,,https://events.brown.edu/event/310915-navigating-challenging-economic-times-the,,,0,0,0.0
137,loop ( ) a concert of new music for new instruments,"2025-05-14 19:00:00",,EDT,Granoff Center for the Creative Arts,"On Wednesday, May 14 in the Fishman Studio at the Granoff Center, the Brown University Department of Music presents loop ( ), a concert of new music for new instruments. This event features custom-made electronic instruments designed and fabricated by students in Prof. Butch Rovan’s spring 2025 course “Music 2220: Designing and Playing Alternate Controllers.” Admission is free and open to the public.
Students presenting:
Isaac Barzso
Nicolas Concepcion
Dylan Lee
Ray Mandel-Mueller
James May
Alec Pratt
John Turner
Kei Watanabe",,https://events.brown.edu/event/310763-loop-a-concert-of-new-music-for-new-instruments,41.8282,-71.4014,0,0,0.0
138,Christian Discipleship Group,"2025-05-14 19:00:00","2025-05-14 20:30:00",EDT,Page-Robinson Hall (previously JWW),"Join us every Wednesday at 7 pm in Page-Robinson Room 411. Whether you are new to Christianity or looking to strengthen your faith, this group is open to all who wish to grow spiritually.
This is a Bible-based discussion group focused on deepening our understanding of Christianity and our relationship with God, others, and ourselves.",,https://events.brown.edu/event/308330-christian-discipleship-group,41.8275,-71.4028,0,0,0.0
139,SPRING - a bold reimagining of timeless Greek classics,"2025-05-14 19:30:00",,EDT,Pell Chafee Performance Center,"Brown/Trinity Rep proudly presents SPRING, a bold reimagining of timeless Greek classics.
May 8 – May 16
Directed by Brian Mertes, this dynamic production features performances by MFA students Lucia Aremu, Kayla Bennett, Abram Blau, Evie Dumont, Erin Lockett, Jessie March, Mathieu Myrick, Henry Nwaru, Daniel Shtivelberg, and Sara States.
Discover the next generation of theater artists as they lead you on a journey across three distinct worlds. Blending song, dance, and drama, SPRING explores what it takes to make the journey home.
Thursday, May 8 at 7:30 pm
Friday, May 9 at 7:30 pm
Saturday, May 10 at 2:00 pm
Saturday, May 10 at 7:30 pm
Sunday, May 11 at 2:00 pm
Wednesday, May 14 at 7:30 pm
Thursday, May 15 at 7:30 pm
Friday, May 16 at 7:30 pm
This is a General Admission Event, seats are first come, first serve. All performances at the Pell Chafee Performance Center, Citizens Bank Theater, 87 Empire St, in downtown Providence, around the corner from Trinity Rep.
Students $7.00
Seniors $10.00
General Admission $15.00
For tickets call Trinity Rep Box Office at 401-351-4242 or online at https://www.trinityrep.com/attending/buy-tickets",,https://events.brown.edu/event/310649-spring-a-bold-reimagining-of-timeless-greek-classics,41.8214,-71.4158,0,0,0.0
140,Lofi beats to study/relax to with the Chaplains Office,"2025-05-14 21:00:00","2025-05-14 23:00:00",EDT,Page-Robinson Hall (previously JWW),"Drop in anytime 11am-4pm & 9-11pm on Wednesdays April 30, May 7, and May 14 to study or take a brain break. Coffee and snacks provided, as well as board games, puzzles, and craft supplies.
All are welcome!",,https://events.brown.edu/event/310863-lofi-beats-to-studyrelax-to-with-the-chaplains,41.8275,-71.4028,0,0,0.0
141,Peace Officer’s Memorial Day,"2025-05-15 08:30:00","2025-05-15 09:30:00",EDT,"75 Charlesfield Street","Hosted annually during Police Week, DPS will hold its annual Peace Officers Memorial Day service to pay tribute to peace officers who have died in the line of duty. The service will be held outside of our station and will be followed by light fare and refreshments.",,https://events.brown.edu/event/310968-peace-officers-memorial-day,41.8243,-71.3982,0,0,0.0
142,Management Essentials April-May Series (In Person),"2025-05-15 09:00:00","2025-05-15 12:00:00",EDT,South Street Landing,"Management Essentials is a learning opportunity for aspiring managers here at Brown University. This program aims to equip managers with the essential knowledge and skills necessary to excel in leadership roles. It will also review skills and resources that are required to cultivate engaged and productive teams in today’s work environment. It was developed as a direct result of the efforts put forth by the Future of Work Initiative: Training and Development Team.
The Management Essentials Program is carefully crafted to provide a strong foundation in crucial information and skills vital for effective leadership and within the context of the employee lifecycle, focusing on key HR-related policies and procedures every manager needs to know.",,https://events.brown.edu/event/301240-management-essentials-april-may-series-in-p,41.8183,-71.4061,0,0,0.0
